first_name,last_name,emp_no,birth_date,hire_date
Bangqing,Mitchem,13738,1953-02-05,1988-07-25
Masaru,Capobianchi,13747,1955-05-11,1987-03-06
Tremaine,Heemskerk,13766,1952-05-03,1986-08-18
Sedat,Lovengreen,13768,1953-08-13,1986-11-19
Yakichi,Trogemann,13769,1955-10-07,1986-10-24
Arve,Maierhofer,13775,1955-06-30,1987-10-21
Takushi,Berendt,13786,1952-02-27,1988-07-02
Xiaobin,Sinicrope,13787,1952-08-10,1988-09-19
Takahira,Furedi,13788,1955-05-26,1985-09-22
Valery,Sury,13792,1953-05-06,1985-07-27
Mayuri,Gewali,13795,1954-02-06,1986-08-04
Paloma,Thorelli,13796,1953-07-02,1988-08-28
Shih,Mayerwieser,13801,1952-05-27,1986-03-08
Kiyotoshi,Basagni,13809,1953-07-05,1986-01-12
Guadalupe,Plotkin,13815,1953-04-19,1985-09-09
Arlette,Pell,13825,1955-06-12,1986-08-02
Christophe,Spinelli,13841,1952-12-10,1986-01-09
Juichirou,Cichocki,13842,1954-01-21,1987-11-11
Guiseppe,Welham,13846,1952-08-01,1985-03-20
Mingsen,Roohalamini,13853,1952-03-10,1986-06-02
Anoosh,Fujisawa,13859,1952-08-01,1987-08-23
Kwangyoen,Barreiro,13883,1954-04-04,1988-02-23
Kensei,Swift,13884,1953-05-03,1985-02-18
Ult,Schonegge,13894,1952-11-15,1987-11-28
Youngkon,Cairo,13904,1954-02-19,1987-09-03
Serge,Albarhamtoshy,13914,1955-05-03,1985-08-07
Vidya,Wynblatt,13916,1952-04-25,1986-06-06
Sukumar,Chartres,13930,1952-04-28,1985-11-26
Shiv,Bratsberg,13934,1953-11-20,1988-06-10
Elzbieta,Esteva,13942,1953-04-17,1985-06-13
Mooi,Genther,13951,1953-01-28,1985-12-28
Nechama,Hettesheimer,13960,1953-01-03,1986-01-22
Maris,Ghelli,13962,1955-11-14,1985-05-17
Boguslaw,Cooman,13966,1954-01-03,1988-07-18
Jianwen,Chandrasekhar,13969,1953-06-06,1985-05-29
Turgut,Highland,13979,1953-08-27,1986-06-08
Geraldo,Ramsey,13986,1952-02-16,1985-02-28
Deborah,Schapiro,13990,1952-03-07,1987-10-30
Ulises,Kenevan,13992,1955-09-27,1988-07-27
Florian,Crouzet,13999,1952-11-25,1985-06-11
Vojin,Stellhorn,14005,1955-04-08,1985-05-10
Manibrata,Picaronny,14015,1952-06-21,1987-11-27
Aloys,Seghrouchni,14034,1952-05-07,1985-08-26
Shan,DeMori,14041,1954-05-09,1987-12-22
Ymte,Alpin,14045,1953-06-28,1987-01-21
Godehard,Trachtenberg,14067,1955-04-03,1988-10-21
Mori,Leslie,14088,1953-06-03,1987-11-10
Feixiong,Jording,14102,1955-05-11,1985-04-29
Xiahua,Rindone,14107,1953-01-05,1986-09-04
Leszek,Cummings,14111,1955-03-27,1987-07-12
Along,Herber,14113,1955-07-06,1985-11-17
Kasturi,Anido,14118,1953-03-09,1985-04-06
Sachin,Conry,14139,1955-03-06,1985-06-29
Adas,Hertweck,14167,1953-08-11,1985-12-01
Jiann,Luby,14191,1952-09-07,1987-01-16
Adin,Chachaty,14197,1955-08-25,1987-01-21
Masanao,Kusakabe,14209,1955-10-24,1988-04-06
Tomofumi,Pargas,14220,1952-05-01,1987-12-02
Guther,Conta,14224,1952-02-24,1986-01-30
Masali,Bojadziev,14232,1954-09-19,1987-03-14
Xuedong,Angiulli,14236,1952-06-14,1988-11-07
Abdulla,Gerlach,14237,1954-10-17,1986-06-13
Sudhanshu,Benaini,14242,1955-03-14,1985-06-27
Chikara,Narahara,14254,1953-10-07,1988-04-18
Kwok,Massonet,14257,1952-05-07,1988-06-17
Tristan,Aseltine,14275,1953-08-29,1987-04-16
Masali,Highland,14287,1955-11-29,1985-04-19
Paraskevi,Gist,14289,1955-02-11,1985-12-18
Miyeon,Olivero,14290,1955-01-21,1987-11-12
Susanna,Vigier,14292,1953-08-21,1985-09-16
Qunsheng,Middleton,14293,1955-02-10,1985-05-09
Chriss,Granlund,14298,1953-10-02,1986-12-15
Marlo,Leuchs,14310,1953-06-07,1987-02-23
Sreenivas,Schaar,14320,1953-06-17,1986-06-30
Shem,Kakkad,14322,1952-08-14,1986-10-23
Golgen,Leslie,14323,1952-05-31,1987-03-12
Vitaly,Wixon,14340,1955-01-03,1985-04-03
Otilia,Buescher,14344,1955-02-10,1988-12-16
Barry,Ramsey,14345,1954-08-26,1985-04-06
Mong,Bojadziev,14354,1954-05-30,1985-08-28
Janche,Erbe,14360,1955-05-25,1987-10-24
Saniya,Srimani,14372,1952-04-15,1988-01-23
Shigeu,Heemskerk,14380,1952-05-30,1988-01-30
Tomofumi,Holburn,14384,1954-04-30,1988-02-13
Toshimo,Gadepally,14422,1953-10-09,1985-10-20
Elvis,Maginnis,14434,1954-07-08,1987-11-27
Raimond,Woycyznski,14439,1953-07-27,1986-11-01
Divine,Manders,14441,1954-10-25,1987-03-09
Yagil,Lueh,14460,1955-11-28,1988-01-23
Munehiro,Boissier,14478,1952-05-01,1987-06-25
Moti,Lammel,14481,1952-10-30,1987-08-25
Supot,Marrevee,14483,1954-11-01,1986-01-30
Indrajit,Birdsall,14486,1952-07-06,1986-07-13
Xiong,Selenyi,14498,1953-11-03,1988-10-17
Taizo,Kroft,14501,1952-06-11,1987-06-09
Danil,Aloia,14509,1954-09-05,1987-01-17
Samphel,Barreiro,14513,1953-08-02,1985-07-28
Fay,Denny,14514,1955-05-27,1988-08-17
Kazuhisa,Versino,14515,1952-02-22,1988-07-15
Kristian,Underwood,14516,1955-10-19,1986-11-26
Patricia,Peir,14518,1955-06-19,1986-07-06
Chuanyi,Ranta,14522,1955-08-07,1988-04-23
Kensei,Borovoy,14533,1953-12-18,1985-11-30
Babette,Engelmann,14537,1953-12-03,1986-06-02
Ashish,Danlos,14539,1954-10-17,1985-11-23
Ibibia,Snyers,14552,1953-03-21,1986-09-12
Fatemeh,Zultner,14556,1954-08-27,1985-04-18
Elrique,Driscoll,14560,1952-03-15,1985-05-21
Gao,Condotta,14581,1955-08-05,1988-06-28
Kiyokazu,Morrin,14582,1954-06-07,1985-06-26
Jayson,Cairo,14600,1952-12-22,1988-07-05
Lech,Marquardt,14603,1954-11-13,1986-01-19
Suzette,Selvestrel,14607,1953-06-05,1987-03-03
Jianhua,Erev,14620,1954-06-15,1988-08-04
Souichi,Wixon,14621,1953-01-17,1986-04-15
Gudjon,McClurg,14632,1955-08-02,1987-08-01
Arvind,Hempstead,14639,1954-04-03,1987-11-08
Toshimori,Kornatzky,14640,1952-10-17,1985-05-07
Florian,Kuhnemann,14642,1955-06-29,1987-06-05
Laurentiu,Glinert,14645,1955-03-06,1987-05-01
IEEE,Lorys,14648,1955-03-28,1986-11-16
Jingling,Segond,14655,1955-03-06,1987-06-03
Sashi,Adachi,14659,1952-11-19,1985-03-16
Teunis,Angel,14675,1955-08-02,1988-09-25
Herbert,Sifakis,14677,1955-11-29,1987-02-12
Alois,Basart,14683,1955-03-02,1986-12-02
Yechezkel,Bellone,14690,1953-11-07,1986-02-25
Brewster,Stranks,14693,1952-12-08,1986-05-05
Mahmut,Hainaut,14710,1954-06-03,1988-09-18
Terresa,Ballarin,14713,1955-07-15,1987-10-11
Sachin,Jakobus,14722,1954-06-19,1988-10-25
Constantino,Assaf,14723,1953-08-23,1985-05-24
Aron,Lemarechal,14724,1955-12-19,1986-09-10
Gio,Sigstam,14774,1954-10-05,1988-03-27
Marlo,Bruckman,14780,1952-09-08,1986-09-19
Zhonghua,Kaiser,14785,1955-04-23,1985-10-15
Stein,Uchoa,14793,1954-11-11,1987-02-14
Odysseas,Nishimukai,14814,1955-09-01,1987-10-27
Gaurav,Masaki,14817,1955-04-13,1988-07-09
Oguz,Kilgore,14821,1954-12-09,1987-03-18
Changho,Cronin,14839,1952-09-21,1986-11-13
Magy,Joslin,14846,1954-12-13,1985-10-23
Taiji,Nergos,14853,1952-06-30,1988-03-07
Angus,Perko,14854,1953-05-22,1988-03-12
Ute,Serra,14865,1955-08-28,1986-07-13
Arnd,Kaiserswerth,14871,1954-07-08,1987-08-06
Arto,Meriste,14877,1955-11-15,1988-06-06
Anyuan,Sigstam,14879,1954-02-18,1987-12-29
Temple,Barriga,14888,1952-02-14,1986-12-09
Alejandro,Casley,14899,1954-02-26,1985-02-22
Karsten,Baja,14905,1953-04-19,1987-09-14
Adil,Parveen,14906,1953-01-06,1987-12-11
Kerhong,Flanders,14908,1952-05-27,1985-03-25
Mohan,Kamble,14909,1954-12-31,1988-07-27
Xiaobin,Chelton,14911,1952-10-20,1985-12-30
Gretta,Benzaken,14914,1953-04-20,1988-05-23
Huican,Picco,14915,1952-05-20,1985-02-26
Shuzo,Gyorkos,14923,1953-10-08,1985-05-15
Satoru,Mukaidono,14928,1955-06-23,1985-05-17
Nathan,Lichtner,14941,1952-03-21,1988-12-22
Heon,Benveniste,14942,1955-01-22,1987-11-15
Insup,Reinhart,14949,1952-09-21,1986-02-01
Fox,Magliocco,14954,1955-04-04,1988-08-05
Boguslaw,Kalefeld,14955,1954-06-23,1985-02-03
Kerryn,Hiyoshi,14959,1952-11-08,1988-04-18
Zhanqiu,Underwood,14966,1954-02-23,1986-08-27
Fan,Simmen,14971,1955-04-07,1985-12-02
Hyuckchul,Pouyioutas,14983,1955-06-10,1988-12-26
Tiina,Demeyer,14987,1952-12-14,1988-11-26
Sanjay,Koblitz,14993,1955-10-29,1988-04-20
Kiam,Sadowsky,15005,1954-04-02,1986-05-23
Woody,Gulik,15016,1953-05-27,1988-12-25
Ramalingam,Prenel,15018,1954-08-08,1985-02-28
Qingxiang,Shokrollahi,15019,1953-07-29,1988-11-02
Yurii,Rullman,15024,1955-03-06,1985-04-13
Giordano,Koshino,15029,1954-04-08,1988-03-08
Rasikan,Nourani,15030,1954-02-21,1987-11-09
Ziva,Delgrande,15036,1953-04-22,1985-05-18
Khun,Waymire,15049,1954-12-23,1987-09-17
Flemming,Kranzdorf,15052,1955-02-03,1985-04-05
Shrikanth,Sherertz,15055,1953-03-26,1985-11-23
Tomokazu,Oaver,15066,1953-06-03,1985-06-25
Manton,Siksek,15069,1952-12-08,1987-08-05
Ayonca,Couchot,15071,1953-10-31,1988-10-15
Radoslaw,Rijsenbrij,15075,1952-12-13,1986-04-24
Toshiki,Taubenfeld,15077,1954-11-29,1986-07-19
Guadalupe,Zirintsis,15082,1953-04-06,1986-04-01
Chirstian,Ushiama,15087,1954-10-11,1988-09-14
Giri,Coney,15089,1952-12-01,1987-05-14
Remmert,Bahi,15092,1955-06-22,1985-08-12
Luigi,Axelband,15102,1952-07-02,1988-05-21
Sudhanshu,Itzigehl,15105,1953-03-11,1986-06-09
Zhiguo,Giaccio,15113,1955-07-15,1987-09-14
Pantung,Honglei,15114,1955-08-07,1986-12-21
Kagan,Malinowski,15133,1953-08-05,1988-04-28
Arun,Luiz,15134,1952-08-02,1986-08-16
Haldon,Servieres,15145,1954-08-16,1988-04-19
Urs,Pouyioutas,15151,1953-11-13,1987-07-24
Charlene,Sankaranarayanan,15176,1953-10-11,1987-11-17
Neelam,Schach,15193,1955-12-07,1987-01-16
Souichi,Duclos,15196,1955-03-12,1986-07-31
Heeju,Bernardinello,15199,1953-08-11,1986-10-06
Pranay,Irland,15202,1954-05-22,1986-07-19
Cheong,Rodiger,15205,1955-03-12,1987-10-06
Sudharsan,Shokrollahi,15208,1954-08-17,1985-03-22
Shuky,Conry,15218,1955-05-30,1985-12-22
Mona,Salvesen,15228,1953-11-18,1988-01-17
Keiichiro,Suessmith,15230,1954-01-10,1986-12-10
Jouko,Zhiwei,15234,1955-10-18,1987-09-03
Reinhard,Sadowsky,15237,1953-09-02,1987-08-17
Mountaz,Famili,15243,1954-02-07,1988-04-08
Edwin,Baar,15248,1952-03-17,1986-02-04
Ayonca,Pardalos,15253,1954-03-17,1985-06-06
Guther,Karcich,15258,1953-04-04,1985-04-05
Eric,Reghbati,15269,1955-11-01,1986-08-21
Shiv,Bernardeschi,15271,1953-10-17,1986-12-05
Adam,Rohrbach,15278,1954-03-22,1987-10-29
Miyeon,Lammel,15292,1954-12-26,1986-07-31
Lobel,Peak,15295,1954-06-26,1988-04-25
Deniz,Linnainmaa,15312,1954-08-21,1987-12-26
Ziya,Lunn,15324,1953-05-10,1988-10-10
Fan,Openshaw,15329,1954-12-21,1987-06-09
Jaroslava,Chinal,15330,1955-10-08,1988-05-30
Luerbio,Kuzuoka,15334,1953-11-24,1987-07-06
Masaru,Radivojevic,15337,1953-10-05,1988-08-07
Chaosheng,Luce,15343,1955-05-21,1985-03-12
Chikara,Nyrup,15354,1954-10-08,1985-02-18
Mikhail,Schiettecatte,15365,1952-03-09,1986-08-11
Premal,Penttonen,15369,1952-10-11,1987-04-07
Chuanyi,Nilsson,15370,1955-07-02,1986-09-02
Nahum,Broder,15372,1954-01-22,1988-10-12
Shuho,Manders,15375,1953-02-14,1985-03-01
Shugo,Aumann,15377,1953-12-08,1986-12-19
Alassane,Siegrist,15382,1952-07-28,1985-12-26
Genki,Sambasivam,15386,1955-02-13,1987-05-22
Pradeep,Markovitch,15392,1955-02-07,1985-12-17
Maik,Penttonen,15408,1955-02-27,1988-06-20
Wilmer,Kushner,15410,1954-08-18,1987-06-09
Huai,Thiria,15412,1954-05-17,1985-08-23
Constantijn,Munoz,15438,1953-08-17,1986-12-24
Arvind,Weisert,15441,1954-03-11,1987-05-26
Kazuhira,Weedman,15452,1954-01-14,1985-04-16
Hongzue,Cesareni,15454,1954-05-20,1986-02-27
Weiwu,Huhdanpaa,15470,1952-03-30,1986-07-16
Gilbert,Plumb,15474,1953-09-21,1985-06-30
Zhenbing,Soicher,15479,1955-10-24,1987-01-25
Kwok,Trogemann,15480,1955-08-06,1985-04-07
Kasturi,Alpin,15504,1954-09-12,1987-03-16
Collette,Mikschl,15505,1954-10-18,1986-08-30
Inderjeet,Sethi,15510,1954-01-13,1987-08-29
George,Kowalchuk,15511,1955-12-29,1985-05-11
Uno,Valtorta,15518,1953-01-26,1987-04-19
Masadi,Cherinka,15525,1952-02-18,1985-11-18
Guozhong,Grabner,15534,1954-02-23,1987-05-06
Shigeichiro,Spieker,15539,1955-11-22,1985-08-12
Mingdong,Staelin,15543,1954-05-25,1988-07-30
Masadi,Suri,15545,1953-06-25,1985-09-10
Sanjai,Caine,15548,1954-12-07,1985-10-26
Constantino,Zykh,15563,1952-03-10,1987-04-08
True,Muchinsky,15565,1954-04-27,1986-12-16
Baoqiu,Azuma,15566,1955-09-25,1988-04-11
Rosalie,Garnick,15569,1953-12-27,1988-07-04
Mack,Perna,15600,1954-01-17,1985-04-26
Carrsten,Anily,15601,1954-07-08,1988-12-24
Vishu,Falby,15623,1955-04-03,1985-09-23
Jaana,Roisin,15641,1955-01-28,1986-09-25
Huan,Iwayama,15651,1955-07-15,1985-11-22
Mohammad,Schaaf,15656,1952-05-17,1987-05-26
Pintsang,Rothenberg,15666,1954-09-05,1987-01-27
Hiroyasu,Przulj,15682,1953-01-07,1988-06-20
Dekang,Ambroszkiewicz,15687,1955-08-26,1986-12-09
Chenye,Hanratty,15703,1955-05-02,1985-11-18
Reuven,Kushnir,15708,1955-03-04,1988-11-26
Troy,Bala,15714,1952-10-02,1986-06-24
Insup,Ibel,15715,1955-02-26,1987-10-24
Zhilian,Parascandalo,15726,1954-12-23,1985-07-03
Jaewon,Nooteboom,15728,1955-04-10,1986-05-30
Poorav,Bahr,15739,1953-10-29,1987-02-12
Stepehn,Pocchiola,15740,1954-02-22,1988-03-03
Arumugam,Bresenham,15750,1952-07-04,1986-11-29
Sanjay,Breugel,15753,1954-11-15,1986-04-22
Kien,Impagliazzo,15762,1955-04-26,1987-12-23
Tonny,Taubenfeld,15765,1955-01-19,1988-01-29
Baocai,Broomell,15767,1954-07-30,1985-06-08
Pranay,Oskamp,15769,1954-01-06,1986-06-16
Taegyun,Deyuan,15788,1952-12-23,1988-03-14
Manton,Gelosh,15799,1952-03-25,1988-05-07
Mingsen,Antonisse,15809,1955-05-09,1988-06-07
Magdalena,Rajcani,15819,1955-04-10,1987-09-18
Aleksander,Antonakopoulos,15821,1954-02-03,1988-06-09
Bowen,Litecky,15846,1953-05-29,1988-10-02
Gio,Anido,15861,1952-02-24,1988-02-10
Angel,Seiwald,15866,1952-12-21,1986-10-03
Guoxiang,Bala,15869,1954-12-15,1988-08-21
Munehiro,Vakili,15876,1952-09-13,1985-08-02
Yannik,Kroll,15877,1955-03-01,1986-03-02
Miquel,Dechter,15880,1955-01-23,1986-01-30
Sasan,Azumi,15889,1955-03-06,1986-02-03
Lunjin,Pettis,15892,1955-01-29,1986-09-20
Marsja,Fargier,15901,1953-07-05,1987-09-23
Kazuhide,Stille,15902,1954-09-09,1985-06-27
DeForest,Petersohn,15905,1952-10-08,1987-09-20
Shaibal,Viele,15911,1952-08-29,1986-06-10
Piyawadee,Cichocki,15912,1954-01-09,1985-07-17
Sanjit,Laurillard,15920,1954-02-08,1988-10-04
Kensyu,Shinomoto,15934,1955-02-06,1985-11-21
Garnik,Covnot,15938,1952-05-06,1988-10-16
Murthy,Rosca,15942,1955-07-07,1986-09-09
Yakkov,Demke,15943,1953-12-31,1986-10-18
Hauke,Larfeldt,15945,1952-09-05,1986-11-15
Sham,Onuegbe,15946,1954-02-19,1985-03-28
Karoline,Versino,15948,1955-03-05,1986-01-14
Yuguang,Dratva,15955,1953-12-30,1986-03-31
Arumugam,Aloia,15971,1954-09-07,1988-05-03
King,Ballarin,15977,1955-04-30,1985-11-06
Kaijung,Wielonsky,15978,1954-01-31,1986-11-14
Yoshimitsu,Peir,15993,1952-07-03,1988-03-23
Marek,Demos,16000,1952-02-09,1985-04-03
Boutros,Papadias,16018,1954-03-11,1987-10-06
Chaoyi,Heystek,16019,1955-11-30,1985-08-01
Doowon,Luce,16025,1952-04-06,1985-08-17
JiYoung,Takkinen,16028,1952-09-20,1988-08-12
Wayne,Spelt,16033,1954-08-06,1986-07-14
Maria,Rodham,16052,1952-06-13,1985-11-24
Marsha,Penn,16066,1952-12-05,1985-09-16
Leandro,Zongker,16068,1952-03-05,1986-09-21
Marko,Ebeling,16076,1954-11-04,1985-12-21
Kannan,Heemskerk,16077,1952-10-12,1987-07-02
Mohammad,Denos,16086,1953-03-25,1986-04-09
Berto,Rosar,16094,1953-04-14,1985-08-31
Mohan,Ferretti,16099,1953-10-14,1987-04-20
Alper,Tetzlaff,16105,1955-09-05,1985-12-31
Tse,Crabtree,16126,1955-09-23,1988-05-29
Kerryn,Belinskaya,16130,1955-09-07,1988-11-19
Annemarie,Chaudhuri,16134,1952-08-07,1986-10-09
Leucio,Krzyzanowski,16138,1952-05-30,1986-04-29
Cathie,Meriste,16146,1955-02-23,1986-12-22
Monique,Docker,16154,1954-10-22,1987-11-07
Janche,Kinley,16164,1955-01-13,1986-08-29
Marin,Winter,16185,1953-03-03,1987-04-28
Leandro,Sigstam,16192,1954-04-14,1986-10-23
Krassimir,Olano,16201,1952-11-18,1987-08-13
Mori,Kulisch,16203,1955-01-08,1986-05-19
Izaskun,Glinert,16212,1955-06-05,1985-12-05
Shaz,Thummel,16222,1955-12-04,1988-10-21
Hitomi,Vural,16227,1953-09-30,1985-09-25
Ronnie,Lanzelotte,16229,1955-12-24,1988-09-06
Ung,Babu,16230,1955-07-16,1985-08-08
Sushant,Baba,16233,1955-11-17,1987-03-24
Jacopo,Basart,16234,1954-01-18,1986-05-14
Slavian,Leaver,16237,1955-12-04,1987-08-12
Makato,Masaki,16246,1954-08-18,1985-06-25
Carrsten,Mattern,16252,1954-01-20,1988-07-10
Tomokazu,Ohori,16255,1953-11-16,1988-12-06
Mikhail,Sethi,16266,1952-03-12,1985-10-25
Shuho,Zeleznik,16272,1953-07-23,1986-04-16
Sadun,Navazio,16274,1953-06-02,1986-05-19
Bedir,Speek,16302,1955-06-11,1985-08-10
Billie,Bazzichi,16324,1955-07-23,1986-10-23
Giap,Garnham,16331,1953-03-30,1985-12-25
Hironoby,Schaad,16337,1953-05-05,1986-11-07
Boutros,Fendler,16341,1955-09-18,1985-11-01
Nikolaos,Luca,16355,1953-03-16,1985-09-02
Sham,Jonsson,16360,1952-09-16,1987-10-10
Yifei,Gini,16364,1953-11-15,1988-09-19
Janalee,Mellouli,16365,1954-04-29,1985-04-27
Narain,Aseltine,16373,1954-05-09,1987-07-10
Duri,Stanger,16377,1952-10-27,1988-10-02
Zhilian,Chleq,16380,1955-05-02,1986-06-01
Chaoyi,Talmon,16382,1955-05-23,1987-05-05
Lidong,Czap,16383,1952-07-22,1986-09-24
Subhankar,Georgatos,16388,1952-05-03,1988-10-17
Guangming,Yoshimura,16396,1953-10-16,1987-09-14
Shimshon,Cusworth,16397,1953-12-22,1985-05-24
Limsoon,Krzyzanowski,16398,1955-01-24,1988-11-07
Apostol,Collette,16399,1954-06-04,1988-07-12
Rafols,Rabehasaina,16404,1955-07-02,1987-07-19
Moss,Tokunaga,16412,1953-12-11,1988-01-13
Idoia,Beerel,16425,1955-10-10,1987-10-10
Abdulla,Demeyer,16438,1953-03-31,1985-05-17
Jouko,Chinin,16446,1955-05-10,1987-07-06
Zhiguo,Savasere,16447,1952-02-03,1987-04-28
Tsvetan,Zwicker,16448,1953-02-19,1985-02-15
Goncalo,Basart,16453,1953-09-23,1986-12-16
Bogdan,Birta,16471,1955-10-05,1988-12-02
Bedir,Wroclawski,16478,1952-02-27,1988-09-27
Jixiang,Eiter,16479,1955-01-23,1986-04-14
Sanjay,Perin,16486,1955-12-22,1986-03-18
Arunas,Yemenis,16487,1955-01-09,1985-10-24
Muzhong,Thiria,16490,1955-05-16,1987-04-06
Emdad,Radwan,16491,1952-12-03,1988-05-28
Elvis,Servieres,16500,1953-02-02,1985-07-15
Mong,Cromarty,16504,1955-02-14,1987-03-11
Mototsugu,Vecchio,16510,1954-10-28,1986-04-06
Weidon,Seiwald,16537,1952-05-18,1986-01-15
Gretta,Fetvedt,16539,1953-06-09,1987-12-07
Sangeeta,Lanphier,16546,1954-06-09,1986-03-16
Olivera,Thibadeau,16549,1953-11-24,1985-07-06
Sadegh,Ranon,16551,1952-03-13,1986-08-21
Mostafa,Hiltgen,16556,1954-05-22,1987-12-27
Fan,Majewski,16557,1954-02-28,1985-06-20
Hein,Senzako,16567,1954-03-19,1987-06-17
Uta,Matzen,16570,1954-08-26,1988-12-15
Masaru,Valiente,16580,1952-12-17,1986-06-20
Vishwani,Honglei,16607,1955-02-19,1987-09-18
Boguslaw,Greibach,16608,1953-08-23,1987-04-29
Arvind,Boguraev,16619,1953-09-28,1987-09-20
Yongdong,Heyers,16657,1955-05-29,1986-07-12
Florian,Soicher,16658,1952-08-28,1986-01-18
Georgi,Peris,16672,1955-04-25,1986-03-13
Duke,Takanami,16674,1955-11-13,1988-08-30
Domenick,Cummings,16679,1955-07-26,1986-09-25
Hatem,Ghandeharizadeh,16683,1955-05-30,1986-11-19
Gad,Krone,16706,1952-11-15,1987-05-04
Ramachenga,Zumaque,16716,1952-04-16,1985-10-22
Sasan,Benantar,16719,1954-09-30,1986-03-25
Mohd,Randt,16723,1955-05-30,1986-12-24
Kirk,Broomell,16729,1953-04-16,1988-12-31
Domenico,Versino,16731,1953-10-21,1986-04-15
Zijian,Serna,16733,1955-08-02,1986-07-28
Vojin,Masaki,16759,1952-10-24,1987-01-10
Shigeichiro,Bamford,16799,1953-12-27,1986-04-26
Gila,Strooper,16801,1953-05-23,1987-12-16
Ziva,Rohrbach,16803,1954-11-12,1985-03-14
Sreekrishna,Dayana,16806,1952-06-13,1988-06-25
Kiyokazu,Katiyar,16808,1955-04-17,1987-11-10
Mads,Binkley,16832,1954-04-30,1985-02-26
Leon,Stasinski,16851,1953-08-09,1985-06-09
Yefim,Fontet,16852,1953-09-14,1985-05-14
Akeno,Gustavson,16858,1952-07-05,1988-03-18
JiYoung,Eppinger,16862,1955-11-03,1985-04-06
Candido,Gecsel,16864,1954-11-01,1987-10-29
Gou,Vandervoorde,16868,1952-06-09,1985-12-14
Yakkov,Huttel,16869,1954-12-11,1987-11-13
Munir,Stiles,16871,1953-12-02,1986-08-23
Nikolaos,Radhakrishnan,16875,1955-03-24,1987-05-16
Honesty,Bresenham,16880,1953-04-26,1986-08-24
Ronghao,Stentiford,16885,1953-12-18,1986-05-26
Charlene,Ebeling,16897,1953-05-07,1985-12-08
Kazunori,Botman,16910,1953-03-06,1986-05-29
Tesuya,Yurov,16919,1953-12-23,1987-01-13
Evgueni,Yeung,16921,1952-03-28,1988-01-21
Murthy,Burnard,16929,1954-03-02,1987-05-19
Akhilish,Apsitis,16954,1953-10-31,1986-08-06
Sangeeta,Marrakchi,16955,1955-09-05,1985-05-22
Sanjit,Braccini,16969,1955-02-10,1988-10-26
Hirochika,Gecseg,16986,1952-10-28,1985-06-12
Xiong,Peron,16988,1952-03-18,1988-05-30
Hongzue,Dahlbom,16993,1954-12-28,1986-05-29
Shigenori,Millington,16996,1952-04-10,1988-12-15
Bezalel,Sadowsky,16999,1952-04-01,1987-12-12
Valdiodio,Petereit,17012,1953-03-29,1985-11-04
Berhard,Tasistro,17018,1955-04-01,1986-02-20
Ewing,Siepmann,17024,1953-11-14,1987-07-12
Nishit,Montemayor,17041,1952-03-07,1987-01-19
Fay,Kornyak,17046,1954-06-08,1987-07-22
Qingxiang,Rijsenbrij,17047,1953-07-19,1987-12-07
Christoph,Murthy,17048,1954-08-24,1988-09-26
Marin,Wixon,17055,1955-01-25,1988-01-05
Anoosh,Thiran,17063,1952-05-18,1985-12-12
Heping,Ruther,17066,1953-01-01,1987-02-27
Bodh,Gopalakrishnan,17068,1953-10-17,1987-02-17
Richara,Bala,17072,1954-07-04,1986-12-12
Gudjon,Hitomi,17076,1954-10-01,1987-01-04
Gill,Hinsberger,17078,1954-10-22,1987-03-31
Weiru,Murtafg,17081,1952-05-01,1985-12-28
Rafail,Erman,17089,1954-02-08,1985-04-10
Cathie,Berztiss,17097,1952-05-01,1985-03-19
Xuedong,Gelosh,17098,1955-02-22,1988-02-13
Sandeepan,Compeau,17101,1955-06-14,1987-10-17
Radhika,Garnick,17102,1954-01-23,1985-04-03
Takahiro,Feldmann,17103,1953-04-03,1985-05-09
Yuguang,Vickson,17112,1954-03-04,1988-07-14
Yifei,Polupanov,17120,1952-11-12,1987-02-09
Akhilish,Zweizig,17125,1953-02-09,1985-10-17
Matk,Schapire,17126,1952-02-11,1986-11-30
Mabhin,Schwabacher,17140,1952-10-21,1985-04-19
Ziyad,Munke,17143,1955-06-21,1985-09-10
Aemilian,Barbanera,17146,1955-11-15,1986-08-27
Aria,Milicia,17154,1954-06-26,1987-03-31
Danai,Vecchio,17158,1954-02-21,1988-09-03
Quingbo,Mitchem,17159,1952-09-11,1987-10-22
Shay,Montemayor,17160,1952-09-26,1988-02-22
Yurii,Papsdorf,17163,1955-05-18,1988-03-12
Danai,Wilfing,17185,1953-08-27,1987-01-19
Vasilis,Guardalben,17199,1953-12-27,1987-01-18
Jacqueline,Erdmenger,17204,1954-03-03,1987-02-06
Junichi,Langford,17215,1953-08-22,1985-03-07
Lorien,Panwar,17220,1955-07-09,1988-11-14
Leen,Muchinsky,17222,1954-04-25,1987-10-04
Denis,Back,17224,1955-04-06,1985-07-29
Ronnie,Rissanen,17235,1954-02-14,1985-06-13
Matk,Merro,17236,1954-08-15,1987-02-02
Neven,Milicia,17245,1952-09-29,1987-06-06
Abdulah,Famili,17260,1954-11-10,1987-05-18
Shmuel,Danlos,17275,1952-08-05,1985-08-30
Arnd,Hopewell,17277,1955-08-15,1987-08-25
Xuejia,Merle,17280,1954-07-03,1986-07-25
Mario,Weiland,17285,1952-09-11,1986-11-07
Demin,Alpin,17293,1955-06-20,1986-03-01
